Flight_ID,Booking_ID,Passenger_ID,Leg_ID,FlightType,Price,FP_FirstName,FP_LastName,FP_PassportNumber,FP_Email,LegNumber,DepartureAirport,DepartureDateTime,DepartureSeat,ArrivalAirport,ArrivalDateTime,ArrivalSeat,FlightPrice,User_ID,U_FirstName,U_LastName,U_Email,U_Password,U_Address,U_Phone,Review_ID,ReviewRating,ReviewComment,Hotel_ID,HotelName,HotelLocation,HotelStar,Chain_ID,ChainName,HC_ContactPerson,HC_ContactEmail,HC_ContactPhone,Amentity_ID,FitnessCenter,FreeParking,AirportShuttle,Laundry,PetFriendly,Pool,Bar,BookingDate,Status,Payment_ID,PaymentMethod,BookingDateTime,Room_ID,Guest_ID,RoomType,RoomArea,RoomCapacity,R_PricePerNight,PricePerNight,CheckInDateTime,CheckOutDateTime,CityView,NonSmoking,NumberOfGuest,HaveChildren,RentalCompany_ID,CRC_Name,CRC_FirstName,CRC_LastName,CRC_Phone,CRC_Email,Driver_ID,DriverAge,DriverLiscense,D_FirstName,D_LastName,Rental_ID,CarModel,NumberOfSeats,PickUpLocation,ReturnLocation,PickUpDateTime,ReturnDateTime,CR_PricePerDay
13654,69570,22262,69309,Vistara,9525,Robert,Taylor,4553352,robert.taylor@icloud.com,3,LBV,2024-02-27 00:17:25.693036,35F,GNM,2024-02-28 06:17:25.693036,5C,5923,58848,Richard,Schneider,richard.schneider@gmail.com,517786,"Elm Road, Rivertown, TX, 34567",740-170-6095,160254,5,Fair,1,Marriot,Chicago,4,1,Marriot,David,david@gmail.com,222-222-2222,001,True,True,True,True,True,True,True,2023-12-02 00:17:25.693036,confirmed,72184,Bank Transfer,2023-12-02 00:17:25.693036,1128,4949278,Double,370.79,4.0,,647.87,2024-02-28 09:17:25.693036,2024-03-04 09:17:25.693036,False,True,2,False,380338,Budget Car Rental,Susan,Gupta,325-348-6409,susan.gupta@icloud.com,402932,66,2124476,Ivan,Johnson,591078,EV,4,Hotel,Others,2024-03-03 06:17:25.693036,2024-03-05 06:17:25.693036,532
29024,40745,87120,29787,Vistara,9988,Barbara,Jackson,4733503,barbara.jackson@gmail.com,4,GFU,2024-07-08 00:17:25.693038,12D,SKT,2024-07-09 06:17:25.693038,8D,8615,67872,Patricia,Schneider,patricia.schneider@icloud.com,252710,"Maple Street, Lakewood, NY, 12345",269-774-3757,843788,1,Good,3,Westin,Detroit,4,1,Marriot,David,david@gmail.com,222-222-2222,003,True,True,True,True,True,True,True,2024-04-12 00:17:25.693038,confirmed,34735,PayPal,2024-04-12 00:17:25.693038,684,4322720,Suite,794.36,6.0,,653.45,2024-07-09 09:17:25.693038,2024-07-16 09:17:25.693038,True,True,3,True,498204,Fox Rent A Car,Elizabeth,Williams,561-536-4657,elizabeth.williams@outlook.com,855106,32,2632162,Ying,Hernandez,777901,Compact,4,Others,Hotel,2024-07-13 06:17:25.693038,2024-07-15 06:17:25.693038,1376
26593,63583,28332,79464,AirAsia,9840,Thomas,Hernandez,2992984,thomas.hernandez@outlook.com,4,EAL,2024-05-17 00:17:25.693040,48F,ZWB,2024-05-18 06:17:25.693040,19B,1424,13023,David,Schneider,david.schneider@gmail.com,441309,"Pine Lane, Sunnyvale, WA, 12345",993-701-3140,175366,4,Fair,6,Conrad,Boston,5,2,Hilton,Jeff,jeff@outlook.com,666-666-6666,006,True,False,True,True,False,False,True,2024-02-20 00:17:25.693040,pending,51656,Third Party,2024-02-20 00:17:25.693040,339,9583992,Double,370.58,4.0,,398.56,2024-05-18 08:17:25.693040,2024-05-23 08:17:25.693040,True,True,2,False,524689,Eurocar,Richard,Thompson,973-516-3026,richard.thompson@outlook.com,928801,58,8184318,Betty,Martin,760260,MiniVan,6,Others,Airport,2024-05-22 06:17:25.693040,2024-05-24 06:17:25.693040,589
47864,91844,22660,60332,Air_India,9988,Mark,Rossi,7472397,mark.rossi@outlook.com,4,EGA,2024-05-09 00:17:25.693041,32B,HAZ,2024-05-10 06:17:25.693041,3A,3378,45695,Betty,Martinez,betty.martinez@gmail.com,863986,"Cedar Blvd, Springfield, CA, 45678",692-948-7527,140879,1,Bad,3,Westin,Detroit,4,1,Marriot,David,david@gmail.com,222-222-2222,003,True,True,True,True,True,True,True,2024-02-12 00:17:25.693041,pending,39875,Third Party,2024-02-12 00:17:25.693041,1166,9725482,Suite,605.71,6.0,,706.42,2024-05-10 14:17:25.693041,2024-05-19 14:17:25.693041,False,False,4,False,761716,Fox Rent A Car,Linda,Johnson,437-371-4727,linda.johnson@outlook.com,869360,61,9899477,Mary,Khan,106018,MiniVan,6,Airport,Hotel,2024-05-14 06:17:25.693041,2024-05-16 06:17:25.693041,543
15834,10865,23853,54173,Indigo,10523,Thomas,Kumar,9723854,thomas.kumar@gmail.com,5,DOJ,2024-05-14 00:17:25.693043,49D,GFU,2024-05-15 06:17:25.693043,16F,5014,21638,Michael,Wilson,michael.wilson@gmail.com,913810,"Cedar Blvd, Rivertown, WA, 45678",947-692-3234,834937,1,Fair,4,Courtyard,Stanford,3,1,Marriot,David,david@gmail.com,222-222-2222,004,True,True,True,True,True,True,True,2024-02-17 00:17:25.693043,confirmed,89708,Third Party,2024-02-17 00:17:25.693043,466,9730098,Double,355.66,4.0,,331.92,2024-05-15 10:17:25.693043,2024-05-23 10:17:25.693043,False,False,2,True,143643,Budget Car Rental,Mary,Wilson,950-586-9509,mary.wilson@outlook.com,748145,21,3117816,Elizabeth,Martin,860415,SUV,5,Airport,Airport,2024-05-19 06:17:25.693043,2024-05-21 06:17:25.693043,654
89257,49953,96960,20050,Vistara,11048,Elizabeth,Rodriguez,9829605,elizabeth.rodriguez@gmail.com,5,SNR,2024-05-01 00:17:25.693045,19D,EGA,2024-05-02 06:17:25.693045,50B,9299,37295,Chi,Martinez,chi.martinez@icloud.com,435678,"Cedar Blvd, Lakewood, NY, 12345",703-440-8043,162734,5,Good,1,Marriot,Chicago,4,1,Marriot,David,david@gmail.com,222-222-2222,001,True,True,True,True,True,True,True,2024-02-04 00:17:25.693045,confirmed,52251,PayPal,2024-02-04 00:17:25.693045,924,4036131,Double,391.35,4.0,,370.15,2024-05-02 11:17:25.693045,2024-05-08 11:17:25.693045,True,False,2,True,824920,Avis Car Rental,Karen,Garcia,530-780-2628,karen.garcia@outlook.com,752251,56,7812666,William,Thompson,596527,MiniVan,6,Hotel,Airport,2024-05-06 06:17:25.693045,2024-05-08 06:17:25.693045,572
91262,93436,25354,76494,SpiceJet,10759,Lena,Moore,8008175,lena.moore@icloud.com,2,DOJ,2024-03-27 00:17:25.693046,35E,RMB,2024-03-28 06:17:25.693046,38D,2098,68360,Sandra,Williams,sandra.williams@gmail.com,254822,"Elm Road, Springfield, CA, 56789",836-432-5563,521905,1,Fair,2,Edition,Manhattan,5,1,Marriot,David,david@gmail.com,222-222-2222,002,True,True,True,True,True,True,True,2023-12-31 00:17:25.693046,confirmed,17389,Bank Transfer,2023-12-31 00:17:25.693046,519,3298623,Suite,748.91,6.0,,614.67,2024-03-28 12:17:25.693046,2024-03-30 12:17:25.693046,True,True,2,False,366546,Thrifty,Thomas,Williams,339-466-8199,thomas.williams@icloud.com,643052,51,5200315,Joseph,Garcia,513074,SUV,5,Others,Others,2024-04-01 06:17:25.693046,2024-04-03 06:17:25.693046,511
86342,52066,32925,88740,Air_India,10785,Barbara,Taylor,5096711,barbara.taylor@icloud.com,2,EAL,2023-12-31 00:17:25.693048,44C,PMO,2024-01-01 06:17:25.693048,20E,7869,99829,Sarah,Jones,sarah.jones@gmail.com,792915,"Pine Lane, Sunnyvale, WA, 23456",258-899-3459,195486,1,Bad,3,Westin,Detroit,4,1,Marriot,David,david@gmail.com,222-222-2222,003,True,True,True,True,True,True,True,2023-10-05 00:17:25.693048,pending,80840,PayPal,2023-10-05 00:17:25.693048,962,4056059,King,410.25,2.0,,505.86,2024-01-01 12:17:25.693048,2024-01-03 12:17:25.693048,True,True,1,False,548502,Avis Car Rental,Christopher,Taylor,419-952-2692,christopher.taylor@icloud.com,181636,20,7493801,Ivan,Jackson,239974,Compact,4,Airport,Hotel,2024-01-05 06:17:25.693048,2024-01-07 06:17:25.693048,356
27812,85829,27500,20584,GO_FIRST,10863,Chi,Smith,3987456,chi.smith@gmail.com,1,HAZ,2024-09-10 00:17:25.693050,37A,LBV,2024-09-11 06:17:25.693050,22F,4256,91737,Anthony,Singh,anthony.singh@gmail.com,223386,"Elm Road, Springfield, WA, 56789",574-689-8389,829295,2,Bad,4,Courtyard,Stanford,3,1,Marriot,David,david@gmail.com,222-222-2222,004,True,True,True,True,True,True,True,2024-06-15 00:17:25.693050,confirmed,21816,Bank Transfer,2024-06-15 00:17:25.693050,758,5932807,King,434.41,2.0,,353.28,2024-09-11 12:17:25.693050,2024-09-17 12:17:25.693050,True,True,1,False,696271,National Car Rental,Ivan,Taylor,231-426-3110,ivan.taylor@outlook.com,619531,38,4698287,Anthony,Jackson,799231,MiniVan,6,Others,Others,2024-09-15 06:17:25.693050,2024-09-17 06:17:25.693050,794
63179,40296,74769,37108,Indigo,10943,Joseph,Gupta,9853763,joseph.gupta@gmail.com,2,SKT,2024-09-08 00:17:25.693052,6D,ZSC,2024-09-09 06:17:25.693052,44F,7762,57215,Margaret,Jackson,margaret.jackson@outlook.com,153603,"Elm Road, Springfield, FL, 12345",798-822-5300,565910,4,Fair,5,Hampton,Lansing,3,2,Hilton,Jeff,jeff@outlook.com,666-666-6666,005,True,False,True,True,False,False,True,2024-06-13 00:17:25.693052,confirmed,40654,Credit Card,2024-06-13 00:17:25.693052,1098,8844328,King,457.31,2.0,,394.76,2024-09-09 10:17:25.693052,2024-09-18 10:17:25.693052,True,False,2,True,725670,Fox Rent A Car,Charles,Thompson,560-405-2710,charles.thompson@outlook.com,451719,47,3928639,David,Kumar,492802,EV,4,Others,Airport,2024-09-13 06:17:25.693052,2024-09-15 06:17:25.693052,1090
63395,38500,35529,57054,Vistara,11415,Anthony,Rodriguez,3563759,anthony.rodriguez@gmail.com,3,PMO,2024-09-16 00:17:25.693054,10A,SNR,2024-09-17 06:17:25.693054,33E,7350,70869,William,Khan,william.khan@gmail.com,632692,"Cedar Blvd, Lakewood, CA, 12345",534-677-4847,476404,5,Bad,6,Conrad,Boston,5,2,Hilton,Jeff,jeff@outlook.com,666-666-6666,006,True,False,True,True,False,False,True,2024-06-21 00:17:25.693054,confirmed,39294,Credit Card,2024-06-21 00:17:25.693054,984,6130640,King,473.72,2.0,,499.56,2024-09-17 12:17:25.693054,2024-09-25 12:17:25.693054,False,False,1,False,666290,Eurocar,Betty,Thomas,423-515-7762,betty.thomas@outlook.com,143799,61,1241443,Elizabeth,White,334923,Sedan,4,Others,Others,2024-09-21 06:17:25.693054,2024-09-23 06:17:25.693054,1051
11443,81126,59158,75662,Vistara,11415,Mark,Garcia,6718575,mark.garcia@icloud.com,4,EGA,2024-01-05 00:17:25.693055,3D,WIY,2024-01-06 06:17:25.693055,25A,2968,19299,Matthew,Wilson,matthew.wilson@gmail.com,339808,"Maple Street, Sunnyvale, TX, 56789",546-278-6943,650766,3,Good,1,Marriot,Chicago,4,1,Marriot,David,david@gmail.com,222-222-2222,001,True,True,True,True,True,True,True,2023-10-10 00:17:25.693055,confirmed,69597,Debit Card,2023-10-10 00:17:25.693055,772,4027783,King,476.9,2.0,,455.48,2024-01-06 11:17:25.693055,2024-01-13 11:17:25.693055,False,True,1,True,668865,Eurocar,Michael,Li,224-387-2657,michael.li@outlook.com,593765,60,9080332,Christopher,Martinez,312261,EV,4,Others,Hotel,2024-01-10 06:17:25.693055,2024-01-12 06:17:25.693055,680
31451,18533,82763,66622,Vistara,11415,Jessica,Johnson,2982023,jessica.johnson@icloud.com,2,WIT,2024-07-02 00:17:25.693057,39E,WIY,2024-07-03 06:17:25.693057,24A,3125,25245,James,Li,james.li@icloud.com,793300,"Cedar Blvd, Sunnyvale, NY, 23456",876-318-4583,528747,2,Fair,3,Westin,Detroit,4,1,Marriot,David,david@gmail.com,222-222-2222,003,True,True,True,True,True,True,True,2024-04-06 00:17:25.693057,confirmed,17345,PayPal,2024-04-06 00:17:25.693057,572,7215005,Suite,711.76,6.0,,986.96,2024-07-03 16:17:25.693057,2024-07-13 16:17:25.693057,False,True,5,False,698736,National Car Rental,Joseph,Martinez,550-493-1566,joseph.martinez@icloud.com,877600,43,4381702,Jessica,White,281106,SUV,5,Hotel,Airport,2024-07-07 06:17:25.693057,2024-07-09 06:17:25.693057,627
22282,75396,71785,43601,Indigo,11326,Jennifer,Hernandez,1334162,jennifer.hernandez@gmail.com,1,HAZ,2024-03-19 00:17:25.693059,41A,DOJ,2024-03-20 06:17:25.693059,29D,3381,98875,Betty,Wilson,betty.wilson@outlook.com,714076,"Cedar Blvd, Springfield, CA, 34567",893-675-8089,186752,5,Good,5,Hampton,Lansing,3,2,Hilton,Jeff,jeff@outlook.com,666-666-6666,005,True,False,True,True,False,False,True,2023-12-23 00:17:25.693059,confirmed,50428,Credit Card,2023-12-23 00:17:25.693059,719,1337481,Double,374.34,4.0,,352.25,2024-03-20 07:17:25.693059,2024-03-29 07:17:25.693059,True,True,3,False,177199,Enterprise Rent-A-Car,Ivan,Li,480-305-6372,ivan.li@icloud.com,247149,37,9962704,Richard,Volkov,280547,MiniVan,6,Others,Airport,2024-03-24 06:17:25.693059,2024-03-26 06:17:25.693059,234
42416,89228,39386,91448,Indigo,11326,Mary,Singh,7133590,mary.singh@outlook.com,5,ZOZ,2024-09-26 00:17:25.693061,20F,ZSC,2024-09-27 06:17:25.693061,22E,9095,36682,Ying,Hernandez,ying.hernandez@gmail.com,141995,"Pine Lane, Springfield, WA, 34567",299-652-1952,900762,2,Fair,3,Westin,Detroit,4,1,Marriot,David,david@gmail.com,222-222-2222,003,True,True,True,True,True,True,True,2024-07-01 00:17:25.693061,confirmed,43716,Debit Card,2024-07-01 00:17:25.693061,761,7625501,King,449.13,2.0,,688.15,2024-09-27 10:17:25.693061,2024-10-06 10:17:25.693061,True,False,1,False,643277,Avis Car Rental,Susan,Schneider,142-134-8369,susan.schneider@icloud.com,535025,87,2987098,Alejandro,Taylor,865795,MiniVan,6,Hotel,Hotel,2024-10-01 06:17:25.693061,2024-10-03 06:17:25.693061,655
13685,22751,84253,32754,Air_India,11468,Margaret,Moore,5484402,margaret.moore@icloud.com,2,GNM,2024-03-16 00:17:25.693063,22C,WIT,2024-03-17 06:17:25.693063,2D,1743,71485,David,Volkov,david.volkov@gmail.com,236198,"Maple Street, Springfield, TX, 34567",585-151-1890,774753,4,Fair,4,Courtyard,Stanford,3,1,Marriot,David,david@gmail.com,222-222-2222,004,True,True,True,True,True,True,True,2023-12-20 00:17:25.693063,confirmed,64656,Debit Card,2023-12-20 00:17:25.693063,743,6751010,Double,394.45,4.0,,296.56,2024-03-17 11:17:25.693063,2024-03-19 11:17:25.693063,True,False,4,False,180353,National Car Rental,David,Kim,932-887-3305,david.kim@outlook.com,836483,27,4378233,Patricia,Rossi,894483,MiniVan,6,Others,Others,2024-03-21 06:17:25.693063,2024-03-23 06:17:25.693063,1148
87307,59876,67848,69884,Vistara,12098,Fatima,Gupta,4628150,fatima.gupta@icloud.com,5,SNR,2024-02-24 00:17:25.693065,27C,EAL,2024-02-25 06:17:25.693065,43A,921,21497,Ivan,Thompson,ivan.thompson@outlook.com,220518,"Maple Street, Lakewood, NY, 34567",828-384-8952,425206,5,Good,6,Conrad,Boston,5,2,Hilton,Jeff,jeff@outlook.com,666-666-6666,006,True,False,True,True,False,False,True,2023-11-29 00:17:25.693065,confirmed,59482,Third Party,2023-11-29 00:17:25.693065,689,9175727,Suite,594.7,6.0,,659.59,2024-02-25 13:17:25.693065,2024-03-02 13:17:25.693065,True,False,6,False,496476,National Car Rental,Susan,Hernandez,412-219-3068,susan.hernandez@gmail.com,999848,90,1998397,Hana,Martinez,606136,Compact,4,Others,Hotel,2024-02-29 06:17:25.693065,2024-03-02 06:17:25.693065,1288
68499,95905,18895,13086,Vistara,12150,Lisa,White,6170293,lisa.white@icloud.com,3,HAZ,2024-08-13 00:17:25.693067,48B,PMO,2024-08-14 06:17:25.693067,46A,8626,57065,Sarah,Moore,sarah.moore@gmail.com,109960,"Pine Lane, Rivertown, CA, 12345",846-555-5793,406039,3,Bad,6,Conrad,Boston,5,2,Hilton,Jeff,jeff@outlook.com,666-666-6666,006,True,False,True,True,False,False,True,2024-05-18 00:17:25.693067,pending,91393,Third Party,2024-05-18 00:17:25.693067,790,9882260,Suite,775.04,6.0,,791.45,2024-08-14 14:17:25.693067,2024-08-21 14:17:25.693067,True,True,5,False,785807,Alamo Rent A Car,Charles,Rodriguez,606-341-3849,charles.rodriguez@icloud.com,718716,20,2775773,Ying,Jackson,864521,SUV,5,Others,Hotel,2024-08-18 06:17:25.693067,2024-08-20 06:17:25.693067,387
82749,68851,47564,15178,SpiceJet,11809,Robert,Jones,3775745,robert.jones@gmail.com,2,ZWB,2024-09-11 00:17:25.693068,7F,DOJ,2024-09-12 06:17:25.693068,14E,7049,32035,Ivan,Martin,ivan.martin@icloud.com,917537,"Elm Road, Lakewood, WA, 12345",110-600-7447,505830,4,Good,2,Edition,Manhattan,5,1,Marriot,David,david@gmail.com,222-222-2222,002,True,True,True,True,True,True,True,2024-06-16 00:17:25.693068,confirmed,32459,Third Party,2024-06-16 00:17:25.693068,983,8849039,Double,356.41,4.0,,361.78,2024-09-12 08:17:25.693068,2024-09-19 08:17:25.693068,False,True,4,True,734289,Enterprise Rent-A-Car,Lisa,Miller,805-949-6180,lisa.miller@gmail.com,473946,18,2334467,Hana,Jackson,836550,Compact,4,Hotel,Airport,2024-09-16 06:17:25.693068,2024-09-18 06:17:25.693068,1151
69408,18549,88690,76593,Indigo,11814,Anthony,Rossi,6724672,anthony.rossi@gmail.com,3,RMB,2024-05-16 00:17:25.693070,20F,JKD,2024-05-17 06:17:25.693070,47B,9820,68455,Linda,Garcia,linda.garcia@gmail.com,923774,"Pine Lane, Sunnyvale, FL, 45678",731-604-2232,100109,1,Good,5,Hampton,Lansing,3,2,Hilton,Jeff,jeff@outlook.com,666-666-6666,005,True,False,True,True,False,False,True,2024-02-19 00:17:25.693070,confirmed,49055,Third Party,2024-02-19 00:17:25.693070,1021,8882567,Suite,525.71,6.0,,988.41,2024-05-17 15:17:25.693070,2024-05-18 15:17:25.693070,True,False,4,True,567095,Thrifty,Lena,Volkov,851-559-3128,lena.volkov@gmail.com,974951,52,3486788,Michael,Thomas,821363,SUV,5,Others,Airport,2024-05-21 06:17:25.693070,2024-05-23 06:17:25.693070,170
15607,82129,37513,49964,Indigo,11814,William,Jones,4827066,william.jones@gmail.com,2,ELC,2024-02-15 00:17:25.693072,13D,ZOZ,2024-02-16 06:17:25.693072,17C,4003,11907,Patricia,Brown,patricia.brown@outlook.com,384057,"Oak Avenue, Sunnyvale, CA, 23456",126-836-4135,397798,3,Fair,6,Conrad,Boston,5,2,Hilton,Jeff,jeff@outlook.com,666-666-6666,006,True,False,True,True,False,False,True,2023-11-20 00:17:25.693072,confirmed,10090,Debit Card,2023-11-20 00:17:25.693072,1144,8915862,King,447.49,2.0,,558.63,2024-02-16 08:17:25.693072,2024-02-22 08:17:25.693072,True,False,1,True,390995,National Car Rental,Chi,Kim,466-295-7348,chi.kim@icloud.com,391537,60,7898437,Mary,Martin,940344,SUV,5,Others,Others,2024-02-20 06:17:25.693072,2024-02-22 06:17:25.693072,206
97228,19152,52648,11739,Air_India,11900,Chi,Singh,2756924,chi.singh@icloud.com,2,RMB,2024-03-11 00:17:25.693074,42F,PMO,2024-03-12 06:17:25.693074,49A,4041,85352,Elizabeth,Jackson,elizabeth.jackson@outlook.com,579367,"Elm Road, Springfield, TX, 34567",451-271-3045,907227,2,Fair,6,Conrad,Boston,5,2,Hilton,Jeff,jeff@outlook.com,666-666-6666,006,True,False,True,True,False,False,True,2023-12-15 00:17:25.693074,confirmed,11547,Debit Card,2023-12-15 00:17:25.693074,561,8014106,Suite,805.71,6.0,,1007.15,2024-03-12 09:17:25.693074,2024-03-22 09:17:25.693074,False,False,6,True,204768,Budget Car Rental,James,Moore,318-856-1223,james.moore@icloud.com,812874,73,5644580,John,Jackson,177980,EV,4,Others,Hotel,2024-03-16 06:17:25.693074,2024-03-18 06:17:25.693074,1206
87504,99393,53863,43685,Indigo,11993,Hana,Kim,7819980,hana.kim@outlook.com,4,WIY,2024-08-21 00:17:25.693075,20F,ELC,2024-08-22 06:17:25.693075,31A,8077,33265,Margaret,Miller,margaret.miller@gmail.com,520553,"Cedar Blvd, Rivertown, NY, 45678",338-457-2533,682788,2,Bad,5,Hampton,Lansing,3,2,Hilton,Jeff,jeff@outlook.com,666-666-6666,005,True,False,True,True,False,False,True,2024-05-26 00:17:25.693075,confirmed,45109,Third Party,2024-05-26 00:17:25.693075,1236,8858917,King,429.92,2.0,,414.23,2024-08-22 15:17:25.693075,2024-08-27 15:17:25.693075,True,False,1,True,286285,Avis Car Rental,Alejandro,Martin,735-690-8179,alejandro.martin@gmail.com,119662,55,6111428,James,Thomas,365178,SUV,5,Airport,Others,2024-08-26 06:17:25.693075,2024-08-28 06:17:25.693075,489
10226,83795,36373,49594,SpiceJet,12010,Mary,Jones,9928206,mary.jones@outlook.com,1,HAZ,2024-03-22 00:17:25.693077,36D,SNR,2024-03-23 06:17:25.693077,35D,5824,37802,Anthony,Volkov,anthony.volkov@icloud.com,954965,"Elm Road, Springfield, FL, 45678",263-534-1950,362538,3,Bad,2,Edition,Manhattan,5,1,Marriot,David,david@gmail.com,222-222-2222,002,True,True,True,True,True,True,True,2023-12-26 00:17:25.693077,canceled,80024,Bank Transfer,2023-12-26 00:17:25.693077,1045,3901075,Double,370.19,4.0,,741.05,2024-03-23 13:17:25.693077,2024-03-29 13:17:25.693077,True,True,3,True,117892,Hertz,Elizabeth,Rodriguez,293-710-9124,elizabeth.rodriguez@outlook.com,263161,61,9973552,Joseph,Martinez,957297,SUV,5,Hotel,Airport,2024-03-27 06:17:25.693077,2024-03-29 06:17:25.693077,242
53994,40871,73628,97410,GO_FIRST,12045,Sandra,Thompson,9288107,sandra.thompson@icloud.com,5,WIT,2024-10-03 00:17:25.693079,30D,HAZ,2024-10-04 06:17:25.693079,14A,7629,29929,Elizabeth,Moore,elizabeth.moore@gmail.com,188695,"Oak Avenue, Hillcrest, FL, 45678",799-435-8040,251779,2,Bad,5,Hampton,Lansing,3,2,Hilton,Jeff,jeff@outlook.com,666-666-6666,005,True,False,True,True,False,False,True,2024-07-08 00:17:25.693079,canceled,91652,Bank Transfer,2024-07-08 00:17:25.693079,846,4080674,Suite,507.29,6.0,,926.42,2024-10-04 07:17:25.693079,2024-10-14 07:17:25.693079,True,True,3,False,341949,National Car Rental,Chi,Wilson,630-929-5882,chi.wilson@gmail.com,771097,30,3765866,Fatima,Kim,212968,MiniVan,6,Airport,Hotel,2024-10-08 06:17:25.693079,2024-10-10 06:17:25.693079,671
93701,67287,24678,11176,GO_FIRST,12045,Barbara,Smith,3569114,barbara.smith@icloud.com,1,YPK,2024-03-05 00:17:25.693081,18A,WIT,2024-03-06 06:17:25.693081,33D,9236,88447,Jennifer,Martinez,jennifer.martinez@icloud.com,848000,"Maple Street, Springfield, FL, 56789",854-124-4612,900096,5,Good,2,Edition,Manhattan,5,1,Marriot,David,david@gmail.com,222-222-2222,002,True,True,True,True,True,True,True,2023-12-09 00:17:25.693081,confirmed,51636,Third Party,2023-12-09 00:17:25.693081,427,1158894,Suite,772.15,6.0,,776.49,2024-03-06 16:17:25.693081,2024-03-12 16:17:25.693081,True,False,1,True,997781,Enterprise Rent-A-Car,Lena,Wilson,748-271-4820,lena.wilson@outlook.com,934377,67,1975210,Ivan,Müller,708293,SUV,5,Others,Others,2024-03-10 06:17:25.693081,2024-03-12 06:17:25.693081,671
59430,79426,82246,47151,Air_India,12150,Lena,Miller,9473680,lena.miller@outlook.com,1,JOB,2024-05-19 00:17:25.693082,20B,WIT,2024-05-20 06:17:25.693082,8D,3132,11777,James,Kim,james.kim@outlook.com,998426,"Elm Road, Springfield, WA, 23456",659-815-5896,159290,5,Good,1,Marriot,Chicago,4,1,Marriot,David,david@gmail.com,222-222-2222,001,True,True,True,True,True,True,True,2024-02-22 00:17:25.693082,confirmed,56862,Debit Card,2024-02-22 00:17:25.693082,606,7197591,Double,374.59,4.0,,772.22,2024-05-20 15:17:25.693082,2024-05-30 15:17:25.693082,False,True,3,True,579842,Budget Car Rental,Lena,Kumar,240-611-9282,lena.kumar@outlook.com,323991,20,3423417,Hana,Kumar,377547,MiniVan,6,Airport,Others,2024-05-24 06:17:25.693082,2024-05-26 06:17:25.693082,1369
44763,99750,90582,31289,Air_India,12150,Susan,Rodriguez,6978201,susan.rodriguez@icloud.com,5,ZOZ,2024-06-07 00:17:25.693084,25F,WIT,2024-06-08 06:17:25.693084,46D,5590,19845,Karen,Jackson,karen.jackson@icloud.com,908065,"Maple Street, Springfield, WA, 23456",761-412-1031,653055,4,Fair,3,Westin,Detroit,4,1,Marriot,David,david@gmail.com,222-222-2222,003,True,True,True,True,True,True,True,2024-03-12 00:17:25.693084,confirmed,54375,Debit Card,2024-03-12 00:17:25.693084,1244,7640982,Double,363.93,4.0,,288.58,2024-06-08 12:17:25.693084,2024-06-18 12:17:25.693084,True,False,1,True,684877,Fox Rent A Car,David,Hernandez,740-681-8730,david.hernandez@outlook.com,160199,84,3057856,Margaret,Jones,422529,SUV,5,Airport,Hotel,2024-06-12 06:17:25.693084,2024-06-14 06:17:25.693084,1134
27300,34733,23687,28075,Air_India,12150,Margaret,Schneider,4171334,margaret.schneider@icloud.com,4,JKD,2024-01-21 00:17:25.693086,22D,WIT,2024-01-22 06:17:25.693086,41D,7073,28982,Anthony,Schneider,anthony.schneider@icloud.com,753007,"Pine Lane, Sunnyvale, WA, 34567",405-117-2067,793477,4,Fair,6,Conrad,Boston,5,2,Hilton,Jeff,jeff@outlook.com,666-666-6666,006,True,False,True,True,False,False,True,2023-10-26 00:17:25.693086,confirmed,61774,PayPal,2023-10-26 00:17:25.693086,704,7208210,Double,378.78,4.0,,254.25,2024-01-22 10:17:25.693086,2024-01-24 10:17:25.693086,False,True,1,True,419808,Hertz,Mary,Jones,628-908-9333,mary.jones@icloud.com,208653,70,6902427,Lisa,Wilson,657103,MiniVan,6,Airport,Hotel,2024-01-26 06:17:25.693086,2024-01-28 06:17:25.693086,855
21645,16645,70562,82171,GO_FIRST,12229,Barbara,Anderson,4737088,barbara.anderson@icloud.com,3,ELC,2024-02-22 00:17:25.693088,37E,GFU,2024-02-23 06:17:25.693088,41C,2805,47378,Sandra,Li,sandra.li@gmail.com,642049,"Elm Road, Hillcrest, TX, 12345",626-869-6107,639331,1,Good,1,Marriot,Chicago,4,1,Marriot,David,david@gmail.com,222-222-2222,001,True,True,True,True,True,True,True,2023-11-27 00:17:25.693088,confirmed,65141,PayPal,2023-11-27 00:17:25.693088,1226,5727897,King,416.52,2.0,,711.88,2024-02-23 14:17:25.693088,2024-02-25 14:17:25.693088,True,True,1,True,162678,Eurocar,Andrei,Khan,725-802-2720,andrei.khan@outlook.com,998141,55,4633389,Patricia,Thomas,572515,SUV,5,Hotel,Others,2024-02-27 06:17:25.693088,2024-02-29 06:17:25.693088,481
